Prefecture,Municipality,median_price,count,median_area,price_per_m2
Chiba Prefecture,"Inage Ward,Chiba City",37000000.0,13,220.0,168181.81818181818
Chiba Prefecture,Kamagaya City,22000000.0,13,150.0,146666.66666666666
Chiba Prefecture,Kashiwa City,16500000.0,48,162.5,101538.46153846153
Chiba Prefecture,Kisarazu City,7200000.0,17,280.0,25714.285714285714
Chiba Prefecture,Matsudo City,23500000.0,54,162.5,144615.38461538462
Chiba Prefecture,Minamiboso City,4800000.0,13,175.0,27428.571428571428
Chiba Prefecture,Mobara City,4800000.0,14,255.0,18823.529411764706
Chiba Prefecture,Nagareyama City,22000000.0,19,175.0,125714.28571428571
Chiba Prefecture,Narashino City,24000000.0,17,125.0,192000.0
Chiba Prefecture,Noda City,9000000.0,10,212.5,42352.94117647059
Chiba Prefecture,Sakura City,7500000.0,18,150.0,50000.0
Chiba Prefecture,Tateyama City,6500000.0,21,230.0,28260.869565217392
Chiba Prefecture,"Wakaba Ward,Chiba City",20000000.0,10,250.0,80000.0
Chiba Prefecture,Yachiyo City,12000000.0,15,135.0,88888.88888888889
Ehime Prefecture,Imabari City,6000000.0,89,180.0,33333.333333333336
Ehime Prefecture,Matsuyama City,11000000.0,111,150.0,73333.33333333333
Ehime Prefecture,Niihama City,4800000.0,13,180.0,26666.666666666668
Ehime Prefecture,Saijo City,6000000.0,15,240.0,25000.0
Ehime Prefecture,Shikokuchuo City,5350000.0,10,127.5,41960.78431372549
Ehime Prefecture,Uwajima City,7250000.0,20,165.0,43939.393939393936
Ehime Prefecture,Yawatahama City,5500000.0,10,142.5,38596.491228070176
Fukui Prefecture,Fukui City,9350000.0,54,160.0,58437.5
Fukui Prefecture,Obama City,4500000.0,10,270.0,16666.666666666668
Fukui Prefecture,Tsuruga City,4950000.0,14,200.0,24750.0
Fukuoka Prefecture,Asakura City,4100000.0,12,220.0,18636.363636363636
Fukuoka Prefecture,"Chuo Ward,Fukuoka City",43000000.0,59,140.0,307142.85714285716
Fukuoka Prefecture,Dazaifu City,17000000.0,19,300.0,56666.666666666664
Fukuoka Prefecture,"Hakata Ward,Fukuoka City",20500000.0,62,122.5,167346.9387755102
Fukuoka Prefecture,"Higashi Ward,Fukuoka City",16000000.0,56,220.0,72727.27272727272
Fukuoka Prefecture,Iizuka City,4500000.0,24,145.0,31034.48275862069
Fukuoka Prefecture,Itoshima City,11000000.0,19,330.0,33333.333333333336
Fukuoka Prefecture,"Jonan Ward,Fukuoka City",15000000.0,21,185.0,81081.08108108108
Fukuoka Prefecture,Kasuga City,16000000.0,13,200.0,80000.0
Fukuoka Prefecture,"Kokurakita Ward,Kitakyushu City",7100000.0,60,165.0,43030.30303030303
Fukuoka Prefecture,"Kokuraminami Ward,Kitakyushu City",9800000.0,39,260.0,37692.307692307695
Fukuoka Prefecture,Kurume City,11000000.0,49,230.0,47826.086956521736
Fukuoka Prefecture,"Minami Ward,Fukuoka City",25000000.0,43,230.0,108695.65217391304
Fukuoka Prefecture,"Moji Ward,Kitakyushu City",5650000.0,38,175.0,32285.714285714286
Fukuoka Prefecture,Munakata City,9800000.0,27,380.0,25789.473684210527
Fukuoka Prefecture,Nakama City,4000000.0,11,320.0,12500.0
Fukuoka Prefecture,"Nishi Ward,Fukuoka City",15000000.0,13,150.0,100000.0
Fukuoka Prefecture,Nogata City,7500000.0,15,300.0,25000.0
Fukuoka Prefecture,Ogori City,9750000.0,10,285.0,34210.52631578947
Fukuoka Prefecture,Omuta City,4700000.0,42,225.0,20888.88888888889
Fukuoka Prefecture,Onojo City,30000000.0,13,240.0,125000.0
Fukuoka Prefecture,"Sawara Ward,Fukuoka City",29000000.0,23,220.0,131818.18181818182
Fukuoka Prefecture,Tagawa City,3900000.0,14,197.5,19746.835443037973
Fukuoka Prefecture,"Tobata Ward,Kitakyushu City",11000000.0,18,162.5,67692.30769230769
Fukuoka Prefecture,Ukiha City,3500000.0,12,235.0,14893.617021276596
Fukuoka Prefecture,"Wakamatsu Ward,Kitakyushu City",4900000.0,23,190.0,25789.473684210527
Fukuoka Prefecture,"Yahatahigashi Ward,Kitakyushu City",5400000.0,31,135.0,40000.0
Fukuoka Prefecture,"Yahatanishi Ward,Kitakyushu City",8950000.0,64,225.0,39777.77777777778
Fukuoka Prefecture,Yanagawa City,4400000.0,11,320.0,13750.0
Fukushima Prefecture,Aizuwakamatsu City,6000000.0,31,200.0,30000.0
Fukushima Prefecture,Fukushima City,12000000.0,92,230.0,52173.913043478264
Fukushima Prefecture,Iwaki City,8500000.0,32,265.0,32075.471698113208
Fukushima Prefecture,Kitakata City,4800000.0,12,315.0,15238.095238095239
Fukushima Prefecture,Koriyama City,10000000.0,27,260.0,38461.53846153846
Fukushima Prefecture,Minamisoma City,8000000.0,15,370.0,21621.62162162162
Fukushima Prefecture,Nihonmatsu City,7500000.0,15,240.0,31250.0
Fukushima Prefecture,Shirakawa City,19500000.0,16,200.0,97500.0
Gifu Prefecture,Ena City,6800000.0,10,210.0,32380.95238095238
Gifu Prefecture,Gifu City,9500000.0,114,112.5,84444.44444444444
Gifu Prefecture,Gujo City,4100000.0,11,260.0,15769.23076923077
Gifu Prefecture,Kakamigahara City,14000000.0,19,260.0,53846.153846153844
Gifu Prefecture,Nakatsugawa City,7850000.0,20,275.0,28545.454545454544
Gifu Prefecture,Ogaki City,10250000.0,32,137.5,74545.45454545454
Gifu Prefecture,Tajimi City,8300000.0,22,390.0,21282.05128205128
Gifu Prefecture,Takayama City,7100000.0,30,110.0,64545.454545454544
Gifu Prefecture,Toki City,4800000.0,11,185.0,25945.945945945947
Gunma Prefecture,Isesaki City,5500000.0,17,165.0,33333.333333333336
Gunma Prefecture,Kiryu City,6400000.0,19,240.0,26666.666666666668
Gunma Prefecture,Maebashi City,9000000.0,57,210.0,42857.142857142855
Gunma Prefecture,Ota City,6250000.0,12,230.0,27173.91304347826
Gunma Prefecture,Shibukawa City,4250000.0,12,315.0,13492.063492063493
Gunma Prefecture,Takasaki City,7100000.0,47,185.0,38378.37837837838
Gunma Prefecture,Tomioka City,3000000.0,11,240.0,12500.0
Hiroshima Prefecture,"Aki Ward,Hiroshima City",14500000.0,16,220.0,65909.09090909091
Hiroshima Prefecture,"Asakita Ward,Hiroshima City",4550000.0,10,220.0,20681.81818181818
Hiroshima Prefecture,"Asaminami Ward,Hiroshima City",22500000.0,20,162.5,138461.53846153847
Hiroshima Prefecture,"Fuchu Town,Aki County",19500000.0,20,197.5,98734.17721518988
Hiroshima Prefecture,Fukuyama City,8900000.0,77,200.0,44500.0
Hiroshima Prefecture,Hatsukaichi City,14000000.0,17,200.0,70000.0
Hiroshima Prefecture,"Higashi Ward,Hiroshima City",25000000.0,18,142.5,175438.59649122806
Hiroshima Prefecture,"Kaita Town,Aki County",35000000.0,11,180.0,194444.44444444444
Hiroshima Prefecture,Kure City,9300000.0,72,175.0,53142.857142857145
Hiroshima Prefecture,Mihara City,5000000.0,25,115.0,43478.260869565216
Hiroshima Prefecture,"Minami Ward,Hiroshima City",20000000.0,23,90.0,222222.22222222222
Hiroshima Prefecture,"Naka Ward,Hiroshima City",40000000.0,26,97.5,410256.41025641025
Hiroshima Prefecture,"Nishi Ward,Hiroshima City",22000000.0,34,145.0,151724.1379310345
Hiroshima Prefecture,Onomichi City,5450000.0,34,100.0,54500.0
Hiroshima Prefecture,"Saeki Ward,Hiroshima City",30000000.0,17,210.0,142857.14285714287
Hiroshima Prefecture,Shobara City,3050000.0,10,182.5,16712.328767123287
Hiroshima Prefecture,Takehara City,3900000.0,10,130.0,30000.0
Hokkaido,Asahikawa City,9150000.0,34,265.0,34528.301886792455
Hokkaido,"Atsubetsu Ward,Sapporo City",25500000.0,10,220.0,115909.09090909091
Hokkaido,Chitose City,7500000.0,17,220.0,34090.90909090909
Hokkaido,"Chuo Ward,Sapporo City",34000000.0,44,215.0,158139.53488372092
Hokkaido,"Engaru Town,Monbetsu County",3000000.0,11,280.0,10714.285714285714
Hokkaido,Furano City,3900000.0,11,280.0,13928.57142857143
Hokkaido,Hakodate City,7900000.0,35,200.0,39500.0
Hokkaido,"Higashi Ward,Sapporo City",18000000.0,43,230.0,78260.86956521739
Hokkaido,Iwamizawa City,1850000.0,12,275.0,6727.272727272727
Hokkaido,"Kita Ward,Sapporo City",13000000.0,25,190.0,68421.05263157895
Hokkaido,Kitami City,4850000.0,30,275.0,17636.363636363636
Hokkaido,Kushiro City,3850000.0,26,225.0,17111.11111111111
Hokkaido,Muroran City,3900000.0,27,195.0,20000.0
Hokkaido,Nayoro City,2200000.0,26,280.0,7857.142857142857
Hokkaido,"Nishi Ward,Sapporo City",31500000.0,26,270.0,116666.66666666667
Hokkaido,Noboribetsu City,3400000.0,17,230.0,14782.608695652174
Hokkaido,Obihiro City,6800000.0,39,270.0,25185.185185185186
Hokkaido,Otaru City,3000000.0,54,172.5,17391.304347826088
Hokkaido,"Shiroishi Ward,Sapporo City",14000000.0,50,195.0,71794.8717948718
Hokkaido,Takikawa City,1800000.0,10,245.0,7346.938775510204
Hokkaido,"Teine Ward,Sapporo City",15000000.0,15,200.0,75000.0
Hokkaido,Tomakomai City,6750000.0,22,240.0,28125.0
Hokkaido,"Toyohira Ward,Sapporo City",28000000.0,35,220.0,127272.72727272728
Hyogo Prefecture,Akashi City,13500000.0,98,135.0,100000.0
Hyogo Prefecture,Ako City,9400000.0,10,185.0,50810.81081081081
